prompt,halu_test_res
What race did Rosie Napravnik win in 2014 by 4-1/2 lengths?,True
What is the franchise record for the fewest passing yards allowed by the Chargers during the 1987 season?,True
What year was the Yamaha NS-10 launched?,False
What award did Derrick Barnes receive for his book Crown: An Ode to the Fresh Cut in 2018?,True
What was the name of the album released by The Black Crowes in early 1999?,False
What was Vic Raschi's win-loss record in the 1948 season?,False
What year was the Compulsory Education Act enacted in Iceland?,True
Who served as Rockwell's model for Gillis?,True
When was HMS Majestic commissioned into the Royal Navy?,True
What date did the Bennerley Viaduct open to walkers and cyclists?,True
Who was appointed as independent counsel to investigate Michael Deaver in May 1986?,True
Who hosted The Frontline?,True
What is the fan-created name for the Elf Escort played by Bret McKenzie in The Lord of the Rings film series?,False
What was the official start time of the 1912 Giro d'Italia?,True
What does Bart sell to Milhouse for five dollars?,True
What were the earliest dictionaries of the Polish language?,False
What song did Mariah Carey cover as a tribute to Brenda K. Starr on her album #1's?,False
"What rank did Louis H. Carpenter hold when he served as Commanding Officer of Fort Davis from August 30, 1878, to May 29, 1879?",False
"What was the peak position of ""Underneath the Tree"" on the Billboard Hot 100 chart in January 2014?",True
Who designed the City Investing Building?,True
"What was the total unit sales of ""Aliens: Colonial Marines"" in the United States and Europe as of March 31, 2013?",True
What is the height of the principal tower at Doune Castle?,True
"What award was ""Lover"" nominated for at the 62nd Annual Grammy Awards in 2020?",False
Who was the immediate predecessor of Wihtred of Kent?,True
What was the maximum thickness of the complete waterline armor belt of the Conte di Cavour-class ships?,True
"Who directed the music video for ""Stay (Faraway, So Close!)""?",False
"Who is one of the frequent collaborators of Bruno Mars on the album ""24K Magic""?",True
What was the peak wind speed of Hurricane Ethel as estimated operationally by the Hurricane Hunters?,True
What degree did Hans Freeman obtain with the university medal in 1949?,True
What was the name of the suspect in the Kyoto Animation arson attack?,False
What city did Ziyad ibn Abihi govern and improve during his rule?,True
What position did Ranulf Flambard hold before being imprisoned by King Henry I?,False
"What element did Joseph W. Kennedy help demonstrate was fissile on March 28, 1941?",True
What is a significant threat to wild Murray cod stocks in lowland river reaches?,True
What is considered taonga to Māori?,True
What is the maximum depth of Lake Untersee?,False
What is the release date of Pokémon Sun and Moon?,False
"What amendment created the offence of ""possessing obscene articles for publication or sale""?",True
What is the maximum length of Cloudina fossils?,True
What feature did Marlow program to aid in the creation of cutscenes in Conker's Bad Fur Day?,True
What is the title of the book edited by H. E. Davidson published by Boydell in 1979-80?,True
What was the required approval percentage for Wildrose members to ratify the merger agreement with the Progressive Conservatives?,False
What company was tasked with converting DeLoreans to right-hand-drive?,True
What is the title of the documentary about the making of the album Tommy?,True
What was the title of the Rolling Stones' first single released in June 1963?,True
What type of brachytherapy is predominantly used to provide an extra dose in addition to EBRT for prostate cancer?,False
What is the statistical peak month of the North Atlantic hurricane season?,False
What was Geoffrey Boycott's highest score without hitting a boundary during the 1978–79 Ashes series?,True
"What was the name of the duel that occurred on February 8, 1887, between Luke Short and Jim Courtright?",True
What percentage of the whole Parthenon Frieze is constituted by horsemen?,True
What was the release date of the point-and-click adventure interactive storybook based on Mulan?,True
What type of vehicle did Jochen Rindt drive in his first race?,True
What was Ian Thorpe's winning time in the 400 m freestyle final at the 1999 Pan Pacific Championships?,True
What date was Louis I of Hungary born?,False
What is the name of the school in Woking that opened in January 1967 on part of the former Inkerman Barracks site?,True
What is the age of the Marcellus Formation?,False
What is the date of Oswald's feast day?,False
What is the total number of retired numbers by the Montreal Canadiens?,False
What vehicle does Bond use to escape Kaufman and his henchmen?,True
"What term describes mammals that lean more toward consuming meat than plants, having a diet composed of 70% or greater of meat?",True
What was the original designation of the Yugoslav torpedo boat T8 before it was renamed?,True
What year was the Morane-Borel military monoplane built?,True
"What is the name of the author of the manga ""Doll""?",True
What was the thickness of the wrought iron plating that protected the first two ships of the Principe di Carignano class?,True
What was the average weight of the Oxford crew in the 1953 Boat Race?,True
"What is the genus of the extinct rodent from the Pleistocene of Buenos Aires Province, Argentina, known only from a single maxilla?",True
Who was the editor of Uncanny Tales?,True
What date was Admiral Isakov commissioned into the Soviet Navy?,True
What category was Cyclone Vaianu classified as when it was upgraded on February 11?,True
What is the apparent magnitude of Kepler-4?,False
"Who directed the ""Launch Party"" episode of the series?",True
What is the holotype specimen designation of Oxalaia?,True
What was the length overall of HMS Caesar?,True
"What is the episode number of ""Corporate Crush"" in the first season of 30 Rock?",True
What is the title of the song written by George Harrison that documents a spiritual epiphany in Vrindavan?,True
What year was Victorian Age: Vampire published?,True
What was Joe Small's batting average in all first-class matches during the 1923 tour of England?,True
"What was the production cost of the pilot episode of ""Smash""?",True
What was the strongest storm of the 1986–87 South-West Indian Ocean cyclone season that attained tropical cyclone status?,True
What team did Clare Nott play for in the WNWBL in 2015?,True
What city was George Burditt born in?,True
What is the name of the book by Sheridan Fenwick that analyzes Werner Erhard's Erhard Seminars Training?,True
What is the binomial name of the Mascarene parrot?,True
What is Jason Moore's username on Wikipedia?,True
What year was M-100 created?,True
Which club did Dan Jones sign a one-year contract with on 24 June 2016?,True
What is the status of Thomasomys ucucha in the IUCN Red List?,True
"What type of animal is the main character in ""This is Not My Hat""?",False
What is the elevation of Neepaulakating Creek's headwaters?,True
What is the title of the song by Coldplay that was released as a promotional single on 3 November 2008?,True
What was the maximum sustained wind speed of Hurricane Two during the 1884 Atlantic hurricane season?,True
What year did Fantastic Novels first launch?,False
What pseudonym did Terry Peder Rasmussen use while dating Denise Beaudin?,False
What was the score of the first game played by the 1910–11 North Carolina Tar Heels men's basketball team against Virginia Christian?,True
What date did Joseph J. Himmel make his vows?,True
What was the name of the newspaper published by William Lyon Mackenzie that criticized the government and the Family Compact?,False
What year did Frankie Rayder return to runway modeling in New York?,True
"What date did ""Jujutsu Kaisen 0"" premiere theatrically in Japan?",False
"What is the key of ""By the Grace of God""?",True
What high school did Lana Crawford transfer to after being bullied?,True
"What is the name of the artist who created ""The Sirens and Ulysses""?",True
What does Jerry propose they go back to after the birthday debacle?,True
What was the first successful United States orbital surveillance program?,True
"What title, meaning 'lion cub of the Dynasty,' was bestowed upon Shibl al-Dawla Nasr?",False
"What type of soldiers provided military training to the cast of ""Strike Back: Project Dawn""?",False
What was the name of the choral group formed by King Kalākaua?,True
What year was HMS Hawkins disarmed and converted into a cadet training ship?,True
What position did Sakakibara Kenkichi hold under Tokugawa Iesato?,True
What position did Ralph Milne primarily play in football?,False
What team did J. D. Hammer join as a shortstop before transitioning to pitching?,True
What percentage of Apple's total computer sales did the Cube represent in the first quarter of 2001?,True
What was the date of the 2015 Berlin ePrix?,False
What is the title of the seventeenth volume of The Adventures of Tintin?,True
Who was the field director of the British School at Athens during the excavations of the Tomb of Aegisthus?,True
What does Doc receive from Mac that was bought with the raffle money?,True
"What category was Hurricane Humberto classified as when it struck High Island, Texas?",False
What phenomenon describes the tendency of people to be overconfident on hard questions and underconfident on easy questions?,False
What architectural style is primarily represented by the homes along Caroline Street?,True
What type of cones does Mount Washington include as subsidiary features?,True
What type of volcanic rocks have been dredged from Vailuluʻu?,True
What line was the VI Corps ordered not to advance beyond on 19 July 1941?,True
What standard of proof did the Supreme Court uphold for loss-of-citizenship cases in Vance v. Terrazas?,False
What is the title of Maryana Marrash's poetry collection published in Beirut in 1893?,True
Where was Felix of Burgundy ordained according to Bede?,True
What was the final score of the 2005 Football League Championship play-off final?,False
"What two teams played in the inaugural game at Riders Field on April 3, 2003?",True
Who owned the land before the Quilter family from 1584?,True
What is the title of Brian Eno's fifth studio album?,True
"What were the names of the main characters in ""Let Me In""?",False
What age was Norman Biggs when he earned his first cap for Wales?,True
When was Hugh consecrated as Bishop of Lincoln?,True
What is the title of Kanye West's debut album?,False
What award did The Simpsons Game win at the 2007 Spike Video Game Awards?,True
What was the first world championship event in rallying won by a female driver?,True
What was the key test that Justice Sotomayor stated was augmented by Katz's reasonable-expectation-of-privacy test in United States v. Jones (2012)?,True
What significant structure was erected on the Citadel of Erbil in 1924?,True
What architectural style was 500 Fifth Avenue designed in?,False
What award was Lieutenant Commander Eugene Esmonde posthumously awarded for his actions during Operation Donnerkeil?,False
"What year was ""Christ lag in Todes Banden"" premiered?",False
What type of aircraft did WestJet Encore initially order in 2012?,True
Who was the commanding general of the 104th Infantry Division during most of its time in combat?,True
What is one of the largest undeveloped mineral deposits located in northeastern Minnesota?,True
What road does I-469 begin at in southwestern Allen County?,True
"What is the title of the book that discusses ""How the Snake Lost Its Legs""?",True
What team did the Yankees face in the 2001 World Series?,False
"What was the first single released from ""HIStory: Past, Present and Future, Book I""?",True
"What role does Gandalf primarily serve in ""Lord of the Rings""?",False
What was the name of the militia leader involved in the Gunpowder Incident?,True
What site did William Penney select for the Operation Totem test series in 1953?,True
What was the initial production run ordered by Nutting for Computer Space?,True
What percentage of the world's intake of animal protein came from fish in 2009?,True
"What epidemic affected Norfolk, Virginia, leading to approximately 3,200 deaths?",True
What date did Baibars' forces capture Krak des Chevaliers?,True
What is the term for an incorrect argument or faulty form of reasoning?,False
"What is the title of W. H. Auden's 1955 book that includes the poem ""Epitaph for the Unknown Soldier""?",True
What provides opportunities for a more settled way of life in deserts?,True
What was the title of the three-act play in which James Cagney secured his first significant nondancing role in 1925?,True
"What ranking did Amy Winehouse achieve in the Sky News poll for the greatest ""ultimate heroine"" in April 2008 among the UK population?",False
What date did the Battle of Valmy take place?,False
What gas concentration was found to be 30% less at the last glacial maximum compared to just before the industrial age?,False
What is the maximum recorded length of the sparsely spotted stingaree?,True
What year was the Carpenter House constructed?,True
Who was the flagbearer for American Samoa at the 2008 Summer Olympics?,True
Who does Kenneth Parcell assist with Angie's needs?,True
What year did the first refit of Surcouf take place?,True
What is the elevation of Hog Island?,True
What is the common name for Cyptotrama asprata?,True
What was the alias given to Raúl Hernández Barrón when he joined Los Zetas?,True
What year was Mississippi Highway 792 designated?,True
What aircraft was Paul Rabone flying when he bailed out over Derbyshire on 5 April 1941?,True
What is the highest peak in the Crary Mountains?,True
What year did Vennture Brew Company open?,True
"What is the name of the song by Bobby Darin used in the episode ""Monster""?",True
What was the debut rating for the pilot episode of Devious Maids?,True
What is the length of Maryland Route 318 in miles?,True
What is the maximum depth of Harveys Lake in feet?,True
What is the name of Jin and Sun's daughter?,False
What is the catalog number for the Final Fantasy VI Original Sound Version album?,True
What minimum barometric pressure was reported by a buoy on January 4 during the January 1992 nor'easter?,True
What position would Iceland have performed in the second semi-final of the Eurovision Song Contest 2020?,True
What is the length of the bony palate in Microgale macpheei?,True
"What is the name of the Doctor's companion who becomes lost in the TARDIS in ""Journey to the Centre of the TARDIS""?",False
What is the name of the most important hall in Zhenguo Temple?,True
What was the total prize fund for the 2019 Tour Championship?,True
What is the southern continuation of New York State Route 210 at the New Jersey state line?,True
What was Eustathios Argyros appointed as after being rehabilitated around 907?,True
What was Cambridge's winning time in the Women's Boat Race 2018?,True
What word was overprinted on the Melita issue stamps in 1926?,False
"What was the viewership of ""Lord Snow"" during its first airing?",True
What is the length overall of the Connecticut-class battleships?,True
What year was Sonic Runners fully released?,True
Who was primarily responsible for developing the concept of The Secret Lives of Waldo Kitty?,True
"What year was ""Through the Darkest of Times"" released on Microsoft Windows and macOS?",False
What position did Dennis Gorski hold from 1975 to 1987?,True
"What type of reviews did ""Justice League: Injustice for All"" receive according to Metacritic?",False
What is the title of the seventh and eighth episode of the fourth season of The Office?,True
What is the location of the first act in Mass Effect 2: Arrival?,True
What was the original name of Craigflower Schoolhouse?,True
What year was Linton Park enlarged to its current size?,True
What type of polyhedron can be represented as an ideal polyhedron if it is 4-connected?,True
What airline was the first Norwegian low-cost airline?,True
"What musical genre is dominant in Miley Cyrus's album ""Breakout""?",True
What title did Mallory Hagan win in 2012?,True
"What album was described by Resident Advisor's Jordan Rothlein as ""freewheeling and playful""?",True
What engine was used to create the video game Ethnic Cleansing?,True
What year did Jean Maxwell receive a year's incarceration at the Kirkcudbright Tolbooth for pretending to exercise witchcraft?,True
What was the pennant number of HMS Trump?,True
"What musical project is Miley Cyrus primarily focused on in ""Miley: The Movement""?",False
What type of character perspective is used in Half-Life: Blue Shift?,False
"What instrument does Zawinul play on the track ""Orient Express""?",True
What role did Jessica Martin play in the 1996 production of Mack and Mabel?,False
What type of helmet is the Emesa helmet classified as?,False
"What award did ""One by One"" win in 2004?",True
"What is the name of the director of ""The Bells of Saint John""?",True
What was David Perron's career high in goals during his third season with the Blues?,True
What is the name of the broken sword displayed by Strider at the Council of Elrond?,False
"What is the title of the track that features a ""didgeridoo workout""?",True
What was the first human precursor fossil discovered in the Kabwe mine?,True
What medal did Gil Carmichael receive for his heroic action during the Korean War?,True
What was the title of the episode written by Larry Charles that was ultimately not filmed due to concerns over its content?,True
"What style did McCay use for the animation in ""The Sinking of the Lusitania""?",False
"Who designed and manufactured ""The dress""?",False
Who succeeded Muhanna ibn Isa as the lord of Palmyra after his dismissal?,True
What was the maximum Category level of the 1945 Homestead hurricane on the Saffir–Simpson scale?,False
What is the name of the highway that connects Utah and Salt Lake Counties through Point of the Mountain?,True
What pitch did Aaron Nola begin incorporating into his rotation during 2021 spring training?,True
What high school did Vontaze Burfict attend?,False
"What role did Éva Gauthier sing in Igor Stravinsky's work ""Perséphone""?",False
"What was the amount awarded to Charlotte Antonia Sulivan for her 66,937 acres under the Land Purchase Act in 1875?",True
What is the inscription above the front arch of the Arch of Remembrance that faces University Road?,True
What type of transistors did the Vox Continental use in its oscillators?,True
What used to be paid by the parish of Wormshill as a substitute for a feudal obligation to defend Dover Castle?,True
What distinct trait does Glacialisaurus exhibit in its medial epicondylar crest?,True
What horror film was nominated for best horror film at Horror Hall of Fame II in 1991?,True
What old Lenape Trail does New Jersey Route 17 follow?,True
"What is the name of the character who embodies both love and hatred throughout the play ""Troilus and Cressida""?",True
What battleship did HMS Duke of York engage on 26 December 1943?,False
Who is the guardian of the Master Emerald in Sonic the Hedgehog 3?,False
What NHL record-low GAA did Miikka Kiprusoff finish the regular season with?,False
Who wrote the first detailed account of Madagascar's flora?,True
What was the original use of the building in Middlegate?,True
What time did the bombardment begin to creep down the slope during the Battle of Messines?,True
What award did Our Friends in the North win at the 1997 British Academy Television Awards?,True
"Who criticized Noam Chomsky for his comments on the Srebrenica massacre in his essay ""Chomsky's Genocidal Denial""?",True
What is the name of the women's leading magazine that Mahadevi Varma took over in 1923?,True
What position did Stalin offer Nestor Lakoba to replace Genrikh Yagoda?,False
What is the maximum number of T-numbers a tropical cyclone can change in strength per day?,True
What are the extinct strepsirrhines that are sometimes referred to as lemur-like primates?,True
What was the total number of tickets sold during The Division Bell Tour?,True
"What was the opening weekend gross of ""Sweeney Todd: The Demon Barber of Fleet Street"" in the United States?",True
What ancient Greek term did Aristotle use to refer to observations?,True
What is the nickname of the atmospheric feature that formed in Jupiter's southern hemisphere in 2000?,True
What was the cost of George IV's coronation?,False
What are the most prevalent denominations of Judaism in Newark as of 2020?,False
Who is the federal agent assigned to track down the eight fugitives in Season 2?,True
What is one of the key components of the Union Flag that represents Scotland?,False
What is the scientific name of the olm?,True
What year was Château de Chinon recognized as a monument historique by the French Ministry of Culture?,False
What format of art did Netherlandish artists primarily produce?,True
What caliber of revolver did Czolgosz purchase for the assassination of William McKinley?,False
When was Tropical Storm Dean upgraded to a hurricane?,False
"When did Dua Lipa first perform ""IDGAF"" live?",True
What percentage of the Little Applegate River watershed is covered by temperate coniferous forest?,True
"When was ""Chibi-Robo! Zip Lash"" released in North America?",False
"What position did ""Crazy"" peak at on South Korea's Gaon Digital Chart?",True
What color is the mature gleba of Calvatia craniiformis?,True
Who was hired to design the AquaCenter at Asphalt Green?,True
What is the length of New York State Route 293 in miles?,True
"What object did Wooden Leg throw away, not realizing its value?",True
For which club did Matt Mills have a loan spell extended twice during the 2004–05 season?,True
Who is Yuna's guardian and love interest in Final Fantasy X?,False
"Who were set to reprise their roles as the voice actors for Sam and Max in ""Sam & Max: Freelance Police""?",False
"On what date was the single ""Real and True"" released?",False
What was the peak wind speed attained by Hurricane Alice (December 1954)?,False
What position did James Rowland hold in the Royal Australian Air Force from 1975 to 1979?,False
"Who is the leader of the Siliwangi Division in the film ""Darah dan Doa""?",False
What color was the Virgin's robe originally?,True
"What is an English equivalent of the Greek name ""Theocletiane""?",True
What was the regnal name given to Abu'l-Qasim Isa when he was raised to the throne?,True
"Who directed the music video for Usher's song ""Burn""?",True
"Who said ""Till the World Ends"" is Spears's most joyously danceable track in a long time?",True
Who was sentenced to six years in prison for making a documentary on human rights in Tibet?,True
Who held the Amman railway station area by the evening of 25 September?,True
What military rank did Andrew Davis Bruce hold at the time of his retirement?,False
"What Elton John song is sampled in the track ""Good Morning"" from the album ""Graduation""?",False
"Who was the French painter and ethnographer who documented Moroccan traditional costumes and jewellery, compiling almost 200 pieces in his work ""Bijoux arabes et berbères du Maroc""?",True
Who succeeded John Kessel in writing the book reviews for The Magazine of Fantasy & Science Fiction?,True
What series did Edvard Munch spend more than 30 years working on that includes the motif of a couple kissing?,False
What is the length of Missouri Route 16?,True
What is the title of Ayumi Hamasaki's second greatest hits album?,True
What type of guns were initially designed to arm the Admiral Lazarev-class monitors?,True
Who was the flag bearer for Equatorial Guinea at the 2008 Summer Olympics?,True
What is the northern terminus of Washington State Route 241?,True
What was the designed speed of the French destroyer Pistolet?,True
What were the names of the two ships in the Campania class?,True
What was the contract name under which SMS Berlin was ordered?,True
What is the official designation of the shortest state highway in Washington?,True
What was the maximum surface speed of the German submarine U-38?,True
What is the original name of the Rega 3 turntables as of 2016?,False
Who directed The Medico of Painted Springs?,True
What rank did William Baker hold when he joined the First Fleet?,True
"When was the ""Guns into Plowshares"" sculpture installed in Judiciary Square?",True
What does Dalrymple criticize for encouraging kitsch displays of emotion in court?,True
"What is the title of the song by Lorde taken from her debut studio album, Pure Heroine?",True
What is the name of Dr. Sailaja's deceased son whose face was transplanted onto Satya?,True
What was the name of the ship after it was renamed in 1912?,True
What year did Wayzata Bay Center close?,True
What was established by Narinder Kumar Mehra in 1994?,True
What was the title of Jang Jin-young's film debut?,True
Who was the first openly gay member of the Washington State Legislature?,True
What was the name of the special cannon considered an important heirloom of the Mataram royal dynasty captured during the 1678 Kediri campaign?,True
"What was the peak wind speed of Hurricane Bertha on August 4, 2014?",True
What is the genetic distinction of the small-toothed sportive lemur from the weasel sportive lemur?,True
What is the eastern terminus of New York State Route 86?,True
What month and year did the Battle of Bombo take place?,True
"What peak position did ""Call the Police"" reach on Poland's Airplay Chart?",True
What was the primary role of French battleship Vergniaud during World War I?,True
What is the title of the eleventh episode of the fourth season of The Office?,False
What was the final score of the 1966 Liberty Bowl?,True
What was the original name of the land where Oak Lawn stood?,True
"What is the peak position of ""12 Songs of Christmas"" on Billboard's Top Blues Albums chart?",True
Who recognizes Ellie and demands that she remain safe?,True
What year did Conner Cappelletti make his Guamanian debut?,True
What sport is Chris Pappas on the team for?,True
"Who are the authors of ""An Unbelievable Story of Rape""?",False
"What is the key signature of the song ""So Yesterday""?",True
"Who directed the ""Lecture Circuit""?",True
What year did the Cockroaches reunite for two shows in Sydney?,False
What are the two game modes in Micro Machines?,True
What year did Wanda Wesołowska achieve a doctorate in natural sciences?,True
"Who collaborated with Roddenberry on ""The God Thing""?",True
What was the average weight of the Cambridge crew in the 1856 Boat Race?,True
What is the name of the mascot introduced to Peter that assists with meals?,True
What type of locomotion did Mesopropithecus predominantly use?,True
What is the date when Napier MRT station opened?,True
"What injury did Robby Fabbri suffer during a game against the Pittsburgh Penguins on February 4, 2017?",False
"What rating did Emily VanDerWerff from The A. V. Club give to the first part of ""Redux""?",True
What year was the flag of Western Australia adopted?,True
When was Kingdom Hearts HD 2.8 Final Chapter Prologue released worldwide?,False
What was the highest cash prize awarded in the short story competition launched by The Black Cat magazine in 1901?,True
What position did Andrew Báthory offer to Sigismund in exchange for Transylvania?,True
What year was Braid released?,False
What military unit did Max Geldray join on 20 September 1940?,True
What high-ranking position did Blas Ople hold from 1999 to 2000?,True
What percentage of the pig population in Australia did Large Blacks represent by 1930?,True
When was Dungeon Siege released for Microsoft Windows?,False
What is the episode number that features a wedding between Scott and Charlene?,True
What was the new objective of De Long after ice conditions made it impossible to move closer to Wrangel's Land?,True
What pick was Darius Garland selected with in the 2019 NBA draft?,False
What type of injury led to the amputation of Daniel Sickles's leg?,False
"What year was the National Bloc founded, which Hananu became a founding member of?",True
What position did Joseph Francis Shea hold at NASA in December 1961?,True
What was the approximate time period during which the Man of the Hole lived?,True
What licensing model was used for Arena when it was taken over by Yggdrasil?,True
"What was the first single from ""All the Way... A Decade of Song""?",True
What was the final score of the 2005 Football League Championship play-off final?,True
"Who was initially offered the lead role in ""The Dirty Picture"" after talks with Kangana Ranaut and Bipasha Basu fell through?",True
"What is the name of the cruise ship that was captured by pirates in ""Far Cry 3""?",True
What type of bridge was built by Zhang Zhongyan in 1158 during the Song dynasty?,True
What lines serve Paddington tube station?,True
What award did Late Registration win at the 2006 Grammy Awards?,False
"What is the name of the prototype ship stolen by ""Hot Ice"" Hilda?",True
Who broke ground for the Sixth Avenue subway at Bryant Park?,False
What was LeGarrette Blount's total rushing yards at East Mississippi Community College?,True
What region did Ziyad centralize the administration of Khurasan?,True
What year was 330 West 42nd Street declared a National Historic Landmark?,True
What years did the Sejm of Congress Poland officially meet?,True
"What is the amount of money found in the crashed airplane in ""A Simple Plan""?",False
What is the name of the popular meme that originated from discussions about the consumption of laundry detergent pods?,True
"What did Jon Tiven from Rolling Stone describe ""Made in Japan"" as?",True
When was I-37 first designated?,True
What type of relations do English prepositions most typically denote?,False
What significant event involving smugglers and Customs officers occurred in Christchurch in 1784?,True
What was Fabian Cancellara's first professional victory?,True
What was the first Harrison composition to be issued on a Beatles single?,True
What notable plant fossil found in the John Day Fossil Beds was once thought to have gone extinct worldwide?,False
What was the southern terminus of US 395 in San Diego?,True
What term is used to describe the skirmishers in the Roman army who were typically poorer or younger men armed with javelins?,False
What aircraft did Scott Kelly fly after graduating as a naval aviator?,True
What honorific title was bestowed upon Trajan by the Roman Senate?,False
What type of vegetation do banteng primarily feed on?,True
What is the most popular flowering plant family used as a floral emblem according to a survey of 70 emblems?,True
What date did Whitlam meet with Fraser and Doug Anthony at Yarralumla?,False
What is the maximum test speed achieved by the Taiwan High Speed Rail during trials?,True
"What was the release date of Korn's album ""Life Is Peachy""?",False
What significant naval battle took place on 2 September 31 BC involving Octavian and Antony?,False
What role did Julianne Moore play in The Lost World: Jurassic Park?,False
"What grade is St Mary's Church, Rolleston on Dove listed as?",False
"Who served as the director of the episode ""Good Mourning""?",True
What medal was awarded to Thomas Hawkes Nash III in 2010 for lifetime achievements in lichenology?,True
What was the name of the battlecruiser commanded by Hipper during the operation on 23 April 1918?,True
What was the peak wind speed of Typhoon Mamie as estimated by the Japan Meteorological Agency (JMA)?,True
What was the name of the team organized by 17-year old and draft deferred students in October 1943?,True
What year was M-79 originally formed as a state trunkline?,True
What is the body length of Myrmecia inquilina?,True
What was the original fuel source for the Hartford City Glass Company's furnace?,True
What division was New Brompton allocated in the Southern League during the 1894–95 season?,False
What type of ship was Vladimir Monomakh classified as?,True
"What county had jurisdiction over New York State Route 360 after November 26, 2007?",True
What was the English name that Yan Caiyun began using while studying in the United States?,True
"What year was the rebuilding of St Andrew's Church, Chew Stoke?",True
Who is the author of the graphic novel I Never Liked You?,False
What is the birth date of Jyles Coggins?,True
What was the peak position of Anniemal on the Norwegian Albums Chart?,True
What type of platformer is Chibi-Robo! Zip Lash?,False
What is the term used to refer to the supernatural characters residing in Necropolis: Atlanta?,True
What character was highly influenced by Ravel Puzzlewell in the creation of The Sith Lords?,False
What was the date of Mark Roberts' professional contract signing with Crewe Alexandra?,True
"What is the total household rating of the first two parts of ""Air""?",True
What was the result of the Boat Race between Oxford and Cambridge in 2004?,True
"What rating did Alex Fletcher from Digital Spy give the song ""Change""?",False
"What does the name ""Akash"" mean in Hindi?",False
What was the caliber of the main armament guns on HMS Achilles?,True
What was the final score of the match between Norwich City and Southampton?,True
What was the price agreed upon for the Supermarine Air Yacht?,True
What minerals are found in the sediments of Lake Tecopa?,True
What was the original name intended for HMS Emperor of India?,True
"What prestigious awards was ""Born Again"" nominated for at the 52nd Grammy Awards?",True
"What was the name chosen for the league during the September 17, 1920 meeting?",False
Who is the character Frank Pembleton based on?,True
What planet houses a New Republic outpost where the game's first level takes place?,True
What genre of music is Egardus associated with?,True
What style of music does Everything in Transit abandon in favor of pop rock and power pop?,True
"What date was ""Fuego"" released for digital download and streaming in Greece?",True
What was the total number of men who died when Kronan and Svärdet sank?,True
What color is the beak of the Newton's parakeet?,True
"What language is ""Tomorrow I Go"" performed in?",False
"What major sub-theme involving characters was introduced in ""The Gift"" of The X-Files season 8?",True
What year was Scythe published?,False
What town was targeted by the British foraging expedition that led to Meigs Raid?,True
"What 1939 film does the title and plot of ""Mr. Lisa Goes to Washington"" parody?",False
What was the score when Mark Williams defeated Martin Gould in the first round of the 2019 World Snooker Championship?,True
What is the official station code for Caldecott MRT station?,True
"What type of subject matter does Nadar focus on in the series ""Hermaphrodite""?",True
Who appointed Soekiman as one of the formateurs after the collapse of Sjahrir's third cabinet?,False
What major scientific breakthrough is Wang Yinglai recognized for?,True
What is the former name of Chase Promenade?,True
When did the Dutch invasion of Saint Helena take place?,False
What season did Aberdeen finish ahead of Rangers for the first time since 1986?,True
Who was the game's producer for Final Fantasy Tactics?,False
What year did the National Weather Service Lincoln office begin full-time operations?,False
What was the most successful athlete title that Henry Taylor held at the 1908 Olympics?,True
What is the target age group for BabyFirst's content?,False
What is the envelope labeled that contains the previous crew's career chips?,True
Who is the only Paraiyar saint among the Nayanars?,True
What is the length of New York State Route 10?,True
Who won the 2006 Bank of America 500?,True
What type of sexual dysfunction has been discussed in relation to the use of the Magic Wand for treatment?,True
What position did Tadeusz Rejtan's brother Michał hold?,True
What object did Randy Marsh slip into the back of Stan's car in the Pinewood Derby?,True
What year did Montagu Toller play his first-class matches for Somerset?,True
"What tune is used for Brian and Stewie's musical number ""A Bag o' Weed""?",True
What event did Iris Cummings represent the United States in during 1936?,False
Who was the technical director of Ferrari during the 2000 European Grand Prix?,False
What is the scientific name of the six-banded armadillo?,False
What certification did Lady Gaga Presents the Monster Ball Tour: At Madison Square Garden receive in Australia in January 2012?,True
What type of bridge is Chiswick Bridge?,True
What position was Angelo Emo appointed to in 1760 following Venetian tradition?,True
What honor was Gaston Cros appointed as a chevalier of?,False
Who was the seventeenth king of the Sasanian Empire?,True
What is the term for right sided heart failure that can occur in people with obesity hypoventilation syndrome?,False
What was the signing-on bonus that Mark Bright received from Leicester City?,True
What is the title of Talbot Baines Reed's most influential story?,True
What was the nickname of William the Carpenter?,True
What is the most stable oxidation state predicted for roentgenium?,True
What company based in Blackburn Meadows was outsourced by the Porton Down biology department in 1942?,True
What is the name of the major hall built in 857 AD at Foguang Temple?,True
What profession is Delilah associated with in Jewish interpretations?,True
"What was the peak position of ""Telephone"" on the Billboard Hot 100?",False
What central ideology did Theodore I Laskaris's realm defend?,False
What was the original name Parker gave to One Times Square after taking a long-term lease?,True
What was the approximate number of copies sold worldwide for GoldenEye 007 by 2001?,False
What is the name of the sword given to Farmer Giles by the King?,True
What is the name of the SYM Motors model based on the Honda Super Cub design that was exported to the US between 2009 and 2016?,True
"Who directed and wrote the musical adaptation of Doraemon titled ""Doraemon the Musical: Nobita and the Animal Planet""?",True
What date was Nadezhda Alliluyeva born?,True
What was the worldwide total gross of Evita?,False
What award did Didier Drogba win for scoring 29 league goals in the season mentioned?,False
What position did Arafat refuse when invited by King Hussein of Jordan?,False
What accolade did Bob Cousy earn in the 1954 NBA All-Star Game?,False
What is the name of the forest that was named after Gisele Bündchen?,False
What term describes the deterioration and devaluation of labour conditions specifically associated with women's employment?,True
